[2016-06-22 13:07:06,168] DEBUG    PluginManager Loading plugin: CryptMessage
[2016-06-22 13:07:06,190] DEBUG    - opensslVerify loaded: <CDLL 'libssl.so.1.0.0', handle 283f5f0 at 7f0678a8f250>
[2016-06-22 13:07:06,191] INFO     - OpenSSL loaded, version: 01000106F
[2016-06-22 13:07:06,191] DEBUG    PluginManager New plugin registered to: UiWebsocket
[2016-06-22 13:07:06,191] DEBUG    PluginManager New plugin registered to: User
[2016-06-22 13:07:06,191] DEBUG    PluginManager Loading plugin: AnnounceZero
[2016-06-22 13:07:06,192] DEBUG    PluginManager New plugin registered to: Site
[2016-06-22 13:07:06,192] DEBUG    PluginManager Loading plugin: Stats
[2016-06-22 13:07:06,193] DEBUG    PluginManager New plugin registered to: UiRequest
[2016-06-22 13:07:06,193] DEBUG    PluginManager Loading plugin: Newsfeed
[2016-06-22 13:07:06,194] DEBUG    PluginManager New plugin registered to: UiWebsocket
[2016-06-22 13:07:06,194] DEBUG    PluginManager New plugin registered to: User
[2016-06-22 13:07:06,194] DEBUG    PluginManager Loading plugin: Trayicon
[2016-06-22 13:07:06,194] DEBUG    PluginManager Loading plugin: Sidebar
[2016-06-22 13:07:06,195] DEBUG    PluginManager New plugin registered to: UiRequest
[2016-06-22 13:07:06,195] DEBUG    PluginManager New plugin registered to: UiWebsocket
[2016-06-22 13:07:06,195] DEBUG    - Config: Config(action='main', batch=False, coffeescript_compiler=None, config_file='phantom.conf', connected_limit=15, data_dir='data', debug=False, debug_gevent=False, debug_socket=False, disable_db=False, disable_encryption=False, disable_sslcompression=True, disable_udp=False, fileserver_ip='*', fileserver_port=15441, homepage='15ubuFHsWWuAM5rhgXHo5TCm4oU6JR2hh7', ip_external=None, keep_ssl_cert=False, log_dir='log', max_files_opened=2048, msgpack_purepython=True, open_browser=None, proxy=None, size_limit=10, stream_downloads=False, tor='disable', tor_controller='127.0.0.1:9051', tor_proxy='127.0.0.1:9050', trackers=['zero://boot3rdez4rzn36x.onion:15441', 'zero://boot.zeronet.io#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441', 'udp://tracker.coppersurfer.tk:6969', 'udp://tracker.leechers-paradise.org:6969', 'udp://9.rarbg.com:2710', 'http://tracker.aletorrenty.pl:2710/announce', 'http://explodie.org:6969/announce', 'http://torrent.gresille.org/announce'], trackers_file=False, ui_ip='127.0.0.1', ui_port=53903, ui_restrict=False, use_openssl=True, use_tempfiles=False, verbose=False)
[2016-06-22 13:07:06,195] INFO     - Version: 0.3.6 r1098, Python 2.7.6 (default, Jun 22 2015, 17:58:13) 
[GCC 4.8.2], Gevent: 1.0
[2016-06-22 13:07:06,200] DEBUG    PluginManager New class accepts plugins: Site (Loaded plugins: [<class 'AnnounceZero.AnnounceZeroPlugin.SitePlugin'>, <class 'Site.Site.Site'>])
[2016-06-22 13:07:06,205] DEBUG    - Disabled SSL compression on <CDLL 'libssl.so.1.0.0', handle 283f5f0 at 7f067878cd90>
[2016-06-22 13:07:06,205] DEBUG    - Python SSL version: OpenSSL 1.0.1f 6 Jan 2014
[2016-06-22 13:07:06,213] DEBUG    PluginManager New class accepts plugins: User (Loaded plugins: [<class 'Newsfeed.NewsfeedPlugin.UserPlugin'>, <class 'CryptMessage.CryptMessagePlugin.UserPlugin'>, <class 'User.User.User'>])
[2016-06-22 13:07:06,214] DEBUG    PluginManager New class accepts plugins: UiWebsocket (Loaded plugins: [<class 'Sidebar.SidebarPlugin.UiWebsocketPlugin'>, <class 'Newsfeed.NewsfeedPlugin.UiWebsocketPlugin'>, <class 'CryptMessage.CryptMessagePlugin.UiWebsocketPlugin'>, <class 'Ui.UiWebsocket.UiWebsocket'>])
[2016-06-22 13:07:06,214] DEBUG    PluginManager New class accepts plugins: UiRequest (Loaded plugins: [<class 'Sidebar.SidebarPlugin.UiRequestPlugin'>, <class 'Stats.StatsPlugin.UiRequestPlugin'>, <class 'Ui.UiRequest.UiRequest'>])
[2016-06-22 13:07:06,214] INFO     - Creating FileServer....
[2016-06-22 13:07:06,214] INFO     - Creating UiServer....
[2016-06-22 13:07:06,215] DEBUG    - Loading sites...
[2016-06-22 13:07:06,217] DEBUG    - Loaded site 1Kw1SuE84uCpUCtY7oR5f6xbZw3P8eb1qN in 0.002s
[2016-06-22 13:07:06,217] DEBUG    - SiteManager added 1 sites
[2016-06-22 13:07:06,364] INFO     - Removing old SSL certs...
[2016-06-22 13:07:06,364] INFO     - - Starting servers....
[2016-06-22 13:07:06,364] INFO     Ui.UiServer --------------------------------------
[2016-06-22 13:07:06,364] INFO     Ui.UiServer Web interface: http://127.0.0.1:53903/
[2016-06-22 13:07:06,364] INFO     Ui.UiServer --------------------------------------
[2016-06-22 13:07:06,365] DEBUG    - Current RLIMIT_NOFILE: 1024, changing to 2048...
[2016-06-22 13:07:06,589] DEBUG    - Generating RSA cert and key PEM files...Generating a 2048 bit RSA private key
........+++
..........................................................................................................................+++
unable to write 'random state'
writing new private key to 'data/key-rsa.pem'
-----
[2016-06-22 13:07:06,589] DEBUG    FileServer Binding to: *:15441, (msgpack: 0.4.6), supported crypt: ['tls-rsa']
[2016-06-22 13:07:06,589] DEBUG    FileServer Checking sites...
[2016-06-22 13:07:06,590] DEBUG    FileServer Conn# 1 boot.zeronet.io [?] > Connecting...
[2016-06-22 13:07:06,815] DEBUG    Site:1Kw1Su..b1qN Http tracker http://tracker.aletorrenty.pl:2710/announce?uploaded=0&downloaded=0&numwant=30&compact=1&event=started&peer_id=-ZN0036-dIP0EBGUofBn&port=0&info_hash=%E8%FE%E3%D1X%E9%EAi4bx%B9%AB%DC%DE0K%0ElT&left=0 error: [Errno 104] Connection reset by peer
[2016-06-22 13:07:07,536] DEBUG    FileServer Removing Conn# 1 boot.zeronet.io [v2]...
[2016-06-22 13:07:07,662] DEBUG    Site:1Kw1Su..b1qN Announced types [] in mode startup to 6 trackers in 1.073s, errors: ['http://tracker.aletorrenty.pl:2710/announce'], slow: []
[2016-06-22 13:07:07,666] INFO     FileServer Checking port 15441 using portchecker.co...
[2016-06-22 13:07:08,012] INFO     FileServer [BAD :(] Port closed: Port 15441 is closed.
[2016-06-22 13:07:08,013] INFO     FileServer Trying to open port using UpnpPunch...
[2016-06-22 13:07:08,015] DEBUG    - Found local ips: ['192.168.1.12']
[2016-06-22 13:07:08,016] DEBUG    - Trying using local ip: 192.168.1.12
[2016-06-22 13:07:09,772] INFO     Site:1Kw1Su..b1qN Opening site data directory: data/1Kw1SuE84uCpUCtY7oR5f6xbZw3P8eb1qN/...
[2016-06-22 13:07:09,773] INFO     Site:1Kw1Su..b1qN - e_commerce.html (SHA512: 626bbdd5325187ce9c0b24a82ac96f8eee9ef453dfdb776d21c8387db63839bd)
[2016-06-22 13:07:09,774] INFO     Site:1Kw1Su..b1qN - tables_dynamic.html (SHA512: 7c7ee57da0d37efe107c98a28c168044eb8e684b6f90f97de9d7b7f27d49d805)
[2016-06-22 13:07:09,774] INFO     Site:1Kw1Su..b1qN - widgets.html (SHA512: d58f1ac5552831591ac41e2159ee24969bb05cb0bfd82aace4815fbdd0bc3aa9)
[2016-06-22 13:07:09,775] INFO     Site:1Kw1Su..b1qN - invoice.html (SHA512: 19a1fa0ef789ad561b9d03ddc6353a699df1b7186cfe81571f3c0c242f1782f7)
[2016-06-22 13:07:09,775] INFO     Site:1Kw1Su..b1qN - tables.html (SHA512: 9a7f39b0bc7029bcb889e9efb72a44eb1deffc5bb35e0fff5edf29e7ffa6b904)
[2016-06-22 13:07:09,775] INFO     Site:1Kw1Su..b1qN - empty.html (SHA512: d7c1ff4dfb9a52bfdb337f8f8a57049edbbb6513b9502081c06883b494743bf2)
[2016-06-22 13:07:09,775] INFO     Site:1Kw1Su..b1qN - form_upload.html (SHA512: c7c295050e64f066a3232e637164f2cc3f0be289af094db77df5f800a585cb74)
[2016-06-22 13:07:09,776] INFO     Site:1Kw1Su..b1qN - xx.html (SHA512: 5640564080c0f880936ff929e8810e84d8d608cfe716b82d820e34ce5a1e1aeb)
[2016-06-22 13:07:09,776] INFO     Site:1Kw1Su..b1qN - index2.html (SHA512: d12e0c75e2fcfc44e7885c5c7b0b02172ddf47048d987d9a695507570bb86c60)
[2016-06-22 13:07:09,776] INFO     Site:1Kw1Su..b1qN - echarts.html (SHA512: f261516c1450257e571564c46bb3efe77dadee7ba0184e7ddd5ff73c6c0ef53f)
[2016-06-22 13:07:09,777] INFO     Site:1Kw1Su..b1qN - profile.html (SHA512: 4b297d70ec6c72dfe3cd84d09da30b2cd5405c20fc7253007078dcc535789222)
